tar1	tar2	tarPair	APF_score	Seq	APF_sim	Seq_distance
15	43	2QD9:3R04	-315.016	48.6926	0.258648	0.975403
15	44	2QD9:3RGF	-301.777	83.4678	0.165024	0.937596
15	45	2QD9:3SXS	-348.23	41.038	0.273598	0.981744
15	46	2QD9:3V8S	-236.061	48.0718	0.160135	0.982901
15	47	2QD9:3VO3	-392.253	52.0827	0.3173	0.974542
15	48	2QD9:3VVH	-313.908	55.438	0.127043	0.968019
15	49	2QD9:3WF7	-245.474	55.294	0.124905	0.968865
15	50	2QD9:3ZBF	-314.168	38.468	0.284373	0.984845
15	51	2QD9:4AT5	-287.225	44.4382	0.177939	0.980449
15	52	2QD9:4AU8	-282.524	99.3708	0.213126	0.894882
15	53	2QD9:4B6L	-277.064	61.5296	0.171113	0.960722
15	54	2QD9:4BKY	-317.947	58.9061	0.212978	0.967131
15	55	2QD9:4CLJ	-321.7	37.6469	0.273374	0.986608
15	56	2QD9:4CRS	-262.147	55.6482	0.145652	0.973273
15	57	2QD9:4E93	-305.662	46.5382	0.21435	0.982465
15	58	2QD9:4EYJ	-277.076	230.857	0.174277	0.519784
15	59	2QD9:4F9C	-263.662	57.8041	0.200776	0.966284
15	60	2QD9:4FYO	-186.58	38.2156	0.10803	0.984149
15	61	2QD9:4GCJ	-333.08	106.009	0.235364	0.890106
15	62	2QD9:4GIH	-218.704	43.7494	0.133771	0.981155
15	63	2QD9:4GV1	-279.805	55.7439	0.169958	0.972089
15	64	2QD9:4HCU	-281.424	37.6218	0.150348	0.984386
15	65	2QD9:4HGS	-311.133	44.0226	0.206029	0.981725
15	66	2QD9:4HVD	-248.244	44.2568	0.169423	0.979588
15	67	2QD9:4I4E	-272.523	37.8865	0.186956	0.983627
15	68	2QD9:4IM0	-268.694	42.916	0.180932	0.990891
15	69	2QD9:4IVA	-265.869	48.4605	0.203308	0.976019
15	70	2QD9:4K33	-253.828	47.8613	0.141903	0.976796
15	71	2QD9:4KIK	-310.542	52.0819	0.231836	0.986502
15	72	2QD9:4KWP	-280.058	88.7131	0.217963	0.930672
15	73	2QD9:4L7F	-325.707	175.921	0.217947	0.741231
15	74	2QD9:4NW6	-262.243	56.1244	0.175966	0.96852
15	75	2QD9:4OBO	-247.379	52.3843	0.187618	0.970847
15	76	2QD9:4PMM	-308.208	39.4445	0.186278	0.984515
15	77	2QD9:4QTE	-319.427	175.171	0.194751	0.742218
15	78	2QD9:4RFZ	-212.975	38.3908	0.0918243	0.983443
15	79	2QD9:4RT7	-304.883	43.0109	0.178389	0.980684
15	80	2QD9:4TND	-226.978	56.5505	0.133904	0.982599
15	81	2QD9:4TWC	-293.735	37.8681	0.18603	0.985853
15	82	2QD9:4U8Z	-288.428	52.6484	0.220622	0.970555
15	83	2QD9:4USF	-310.484	58.9024	0.235501	0.962183
15	84	2QD9:4WOT	-262.714	45.5332	0.122804	0.984491
15	85	2QD9:4X7Q	-319.449	37.9738	0.221295	0.98392
15	86	2QD9:4XV2	-333.482	50.6955	0.213525	0.968791
15	87	2QD9:4YLK	-251.492	68.4288	0.181285	0.960027
15	88	2QD9:4YMJ	-328.239	45.4614	0.28972	0.978014
15	89	2QD9:5EAK	-292.939	62.4999	0.206666	0.961209
15	90	2QD9:5EBZ	-242.988	57.3013	0.157891	0.984992
15	91	2QD9:5EZV	-297.284	56.8474	0.208471	0.978372
15	92	2QD9:5GRN	-390.841	45.3252	0.257664	0.97898
15	93	2QD9:5H2U	-326.936	49.1976	0.252345	0.973648
15	94	2QD9:5JIX	-213.328	14.4111	0.0957259	0.995541
15	95	2QD9:5JZN	-311.507	58.5258	0.214386	0.961483
15	96	2QD9:5L0N	-168.563	16.3084	0.0798081	0.993524
15	97	2QD9:5LI9	-234.964	52.1141	0.127549	0.975964
15	98	2QD9:5MY8	-278.704	56.3935	0.15798	0.973954
15	99	2QD9:5NKF	-372.833	41.7696	0.333021	0.982078
15	100	2QD9:5U6B	-302.169	42.8396	0.22818	0.979869
15	101	2QD9:5UYJ	-328.812	59.5322	0.251689	0.962307
15	102	2QD9:5BX6	-227.555	65.8673	0.203838	0.962358
15	103	2QD9:4MXO	-388.155	54.4636	0.362115	0.967973
15	104	2QD9:5G1X	-241.922	58.7179	0.153114	0.960858
15	105	2QD9:5HU9	-410.324	50.1673	0.263069	0.972919
15	106	2QD9:3KN5	-213.434	56.9838	0.122145	0.965087
15	107	2QD9:3BBT	-366.32	42.7256	0.279683	0.980792
15	108	2QD9:3S95	-290.785	51.8906	0.21758	0.97403
15	109	2QD9:5HES	-373.669	40.9315	0.21261	0.982719
16	1	2RKU:1CM8	-284.166	60.4574	0.188357	0.962684
16	2	2RKU:1Q41	-285.683	64.1791	0.239099	0.960665
16	3	2RKU:1S9I	-308.346	58.63	0.124952	0.962899
16	4	2RKU:1T46	-282.378	60.9343	0.142622	0.960155
16	5	2RKU:1UA2	-269.764	65.1067	0.147143	0.952569
16	6	2RKU:1X8B	-302.638	51.388	0.260619	0.965908
16	7	2RKU:1XJD	-318.496	85.0292	0.239347	0.919612
16	8	2RKU:2C47	-234.631	36.7915	0.201334	0.985047
16	9	2RKU:2CMW	-287.208	36.5396	0.232686	0.985692
16	10	2RKU:2DQ7	-307.036	57.3389	0.262906	0.959899
16	11	2RKU:2HW7	-316.087	67.3666	0.264872	0.946819
16	12	2RKU:2I1M	-297.166	61.9659	0.231636	0.95984
16	13	2RKU:2JDO	-258.2	92.0455	0.160649	0.913182
16	14	2RKU:2NRU	-332.86	55.9315	0.258601	0.963194
16	15	2RKU:2QD9	-283.963	55.1148	0.175265	0.969542
16	16	2RKU:2RKU	-667.044	301.811	1.	0.
16	17	2RKU:2V7O	-302.115	83.4801	0.2474	0.926499
16	18	2RKU:2VZ6	-286.536	81.8279	0.224676	0.925932
16	19	2RKU:2WEL	-311.973	87.6136	0.290317	0.918144
16	20	2RKU:2X2M	-285.57	57.7989	0.291999	0.962061
16	21	2RKU:2X4Z	-329.884	75.5638	0.268512	0.934463
16	22	2RKU:2XNM	-275.521	69.5915	0.194897	0.939135
16	23	2RKU:2Y7J	-322.815	94.4897	0.279121	0.897072
16	24	2RKU:2YCF	-247.469	81.302	0.155065	0.923181
16	25	2RKU:2YEX	-279.83	85.32	0.273532	0.915202
16	26	2RKU:3BHY	-314.368	85.7432	0.256181	0.905828
16	27	2RKU:3BLR	-294.753	63.8363	0.204417	0.956137
16	28	2RKU:3E7O	-294.291	56.6141	0.275722	0.969161
16	29	2RKU:3EQR	-352.589	48.6329	0.279709	0.972414
16	30	2RKU:3F66	-311.918	54.0864	0.292685	0.967585
16	31	2RKU:3FHR	-278.92	51.4322	0.206428	0.968722
16	32	2RKU:3FXZ	-285.315	75.5295	0.215704	0.933072
16	33	2RKU:3FZT	-217.284	53.3564	0.0923045	0.966039
16	34	2RKU:3HDM	-261.839	82.4777	0.207652	0.923538
16	35	2RKU:3HNG	-279.506	62.2484	0.168823	0.957251
16	36	2RKU:3MPM	-288.063	51.5158	0.214063	0.966622
16	37	2RKU:3NR9	-302.201	54.8807	0.231535	0.9718
16	38	2RKU:3OY1	-291.337	52.9605	0.18589	0.972319
16	39	2RKU:3PLS	-266.358	58.9713	0.172311	0.962625
16	40	2RKU:3POZ	-306.022	47.201	0.168812	0.975486
16	41	2RKU:3PP0	-292.887	47.8293	0.154678	0.974343
16	42	2RKU:3Q4U	-268.978	33.9704	0.205188	0.987487
16	43	2RKU:3R04	-275.549	59.0968	0.204636	0.960332
16	44	2RKU:3RGF	-239.366	53.1755	0.107354	0.972269
16	45	2RKU:3SXS	-333.508	47.3052	0.259527	0.973441
16	46	2RKU:3V8S	-271.367	73.9346	0.218845	0.955715
16	47	2RKU:3VO3	-329.831	59.3118	0.231987	0.963852
16	48	2RKU:3VVH	-335.092	56.2974	0.14972	0.963892
16	49	2RKU:3WF7	-296.405	88.0789	0.188329	0.913504
16	50	2RKU:3ZBF	-315.647	48.9979	0.296895	0.97308
16	51	2RKU:4AT5	-255.109	58.3223	0.14516	0.96313
16	52	2RKU:4AU8	-269.912	64.196	0.201178	0.951967
16	53	2RKU:4B6L	-509.75	190.996	0.598933	0.585631
16	54	2RKU:4BKY	-352.112	90.9518	0.270031	0.914208
16	55	2RKU:4CLJ	-348.189	55.7432	0.331183	0.967854
16	56	2RKU:4CRS	-302.666	88.4148	0.200762	0.926132
16	57	2RKU:4E93	-383.047	53.0502	0.348095	0.975053
16	58	2RKU:4EYJ	-229.886	61.4248	0.124053	0.962778
16	59	2RKU:4F9C	-258.004	53.3157	0.198792	0.968595
16	60	2RKU:4FYO	-277.779	47.0649	0.212292	0.973677
16	61	2RKU:4GCJ	-286.343	59.0501	0.179838	0.962667
16	62	2RKU:4GIH	-271.997	62.1389	0.213998	0.958376
16	63	2RKU:4GV1	-292.535	91.0459	0.192099	0.918481
16	64	2RKU:4HCU	-299.796	47.7024	0.176464	0.972517
16	65	2RKU:4HGS	-291.946	39.8166	0.187605	0.983632
16	66	2RKU:4HVD	-293.413	55.1984	0.244753	0.965235
16	67	2RKU:4I4E	-354.593	55.2612	0.327332	0.961862
16	68	2RKU:4IM0	-320.181	46.434	0.265648	0.988324
16	69	2RKU:4IVA	-263.434	52.9131	0.206411	0.968697
16	70	2RKU:4K33	-283.565	59.9976	0.183126	0.960077
16	71	2RKU:4KIK	-299.869	54.1491	0.223532	0.984025
16	72	2RKU:4KWP	-270.267	55.7906	0.209907	0.96998
16	73	2RKU:4L7F	-312.744	54.2676	0.207819	0.97304
16	74	2RKU:4NW6	-310.577	93.8523	0.25525	0.903621
16	75	2RKU:4OBO	-223.427	61.8434	0.158263	0.955514
16	76	2RKU:4PMM	-281.942	54.4767	0.161185	0.967663
16	77	2RKU:4QTE	-313.261	73.4621	0.193686	0.950362
16	78	2RKU:4RFZ	-301.81	48.2932	0.190704	0.971315
16	79	2RKU:4RT7	-197.705	57.8923	0.130425	0.961685
16	80	2RKU:4TND	-306.739	68.9807	0.252877	0.971652
16	81	2RKU:4TWC	-188.225	37.9784	0.115482	0.984421
16	82	2RKU:4U8Z	-297.108	77.7206	0.242089	0.929745
16	83	2RKU:4USF	-244.183	66.8095	0.15063	0.946733
16	84	2RKU:4WOT	-285.868	73.4631	0.150364	0.955799
16	85	2RKU:4X7Q	-298.241	64.0124	0.19946	0.949973
16	86	2RKU:4XV2	-286.345	60.3259	0.162783	0.951616
16	87	2RKU:4YLK	-263.088	47.3854	0.205137	0.979014
16	88	2RKU:4YMJ	-327.44	59.328	0.298128	0.959005
16	89	2RKU:5EAK	-321.891	90.4405	0.258099	0.911068
16	90	2RKU:5EBZ	-195.524	59.0853	0.105723	0.982529
16	91	2RKU:5EZV	-320.177	91.5785	0.250057	0.938547
16	92	2RKU:5GRN	-280.383	60.5992	0.137099	0.958863
16	93	2RKU:5H2U	-308.396	65.8805	0.232208	0.948262
16	94	2RKU:5JIX	-215.722	13.9428	0.101225	0.99543
16	95	2RKU:5JZN	-430.926	79.8343	0.424228	0.921531
16	96	2RKU:5L0N	-197.449	12.1382	0.114758	0.996072
16	97	2RKU:5LI9	-286.228	94.3681	0.195708	0.913709
16	98	2RKU:5MY8	-318.295	37.8979	0.213094	0.987121
16	99	2RKU:5NKF	-304.381	55.3116	0.22954	0.965591
16	100	2RKU:5U6B	-339.743	53.7382	0.298294	0.965319
16	101	2RKU:5UYJ	-303.527	79.5152	0.221784	0.926377
16	102	2RKU:5BX6	-246.686	90.9917	0.24766	0.92135
16	103	2RKU:4MXO	-307.122	54.8019	0.234419	0.964498
16	104	2RKU:5G1X	-298.577	101.139	0.241153	0.872857
16	105	2RKU:5HU9	-287.7	52.7395	0.095472	0.967231
16	106	2RKU:3KN5	-235.866	77.4893	0.154231	0.929314
16	107	2RKU:3BBT	-201.366	46.9807	0.11946	0.974573
16	108	2RKU:3S95	-291.228	63.1421	0.225689	0.9579
16	109	2RKU:5HES	-263.756	51.4447	0.109534	0.970113
17	1	2V7O:1CM8	-332.836	61.1048	0.311672	0.963378
17	2	2V7O:1Q41	-281.185	56.344	0.279349	0.970874
17	3	2V7O:1S9I	-321.342	58.6178	0.163688	0.964371
17	4	2V7O:1T46	-284.981	43.3836	0.175178	0.980596
17	5	2V7O:1UA2	-281.951	61.333	0.193839	0.959561
17	6	2V7O:1X8B	-342.282	53.2148	0.402114	0.964877
17	7	2V7O:1XJD	-391.596	78.2929	0.436354	0.934522
17	8	2V7O:2C47	-301.734	32.0695	0.401575	0.989086
17	9	2V7O:2CMW	-265.391	31.5897	0.239644	0.989726
17	10	2V7O:2DQ7	-390.9	45.2449	0.51403	0.976012
17	11	2V7O:2HW7	-404.299	103.804	0.52263	0.878691
17	12	2V7O:2I1M	-265.143	47.3288	0.222391	0.977492
17	13	2V7O:2JDO	-345.418	90.4979	0.346838	0.919373
17	14	2V7O:2NRU	-304.99	43.8169	0.261896	0.978299
17	15	2V7O:2QD9	-291.849	59.1563	0.223332	0.966289
17	16	2V7O:2RKU	-302.09	83.4801	0.2474	0.926499
17	17	2V7O:2V7O	-553.038	314.151	1.	0.
17	18	2V7O:2VZ6	-362.351	269.668	0.433391	0.227169
17	19	2V7O:2WEL	-356.358	276.299	0.456926	0.2179
17	20	2V7O:2X2M	-247.05	50.0595	0.26359	0.972659
17	21	2V7O:2X4Z	-292.254	83.9653	0.254198	0.922258
17	22	2V7O:2XNM	-234.627	69.3657	0.170468	0.941905
17	23	2V7O:2Y7J	-343.044	128.194	0.380132	0.817988
17	24	2V7O:2YCF	-205.773	109.747	0.129314	0.865521
17	25	2V7O:2YEX	-243.35	92.2527	0.249513	0.904756
17	26	2V7O:3BHY	-384.318	115.678	0.461835	0.835328
17	27	2V7O:3BLR	-373.742	64.5326	0.396437	0.956936
17	28	2V7O:3E7O	-301.16	64.724	0.348267	0.961276
17	29	2V7O:3EQR	-359.818	55.9048	0.35135	0.96498
17	30	2V7O:3F66	-268.622	42.4928	0.261787	0.980778
17	31	2V7O:3FHR	-297.476	83.659	0.283221	0.920495
17	32	2V7O:3FXZ	-298.114	77.7733	0.284107	0.931823
17	33	2V7O:3FZT	-206.601	45.7806	0.100638	0.97598
17	34	2V7O:3HDM	-266.703	85.8763	0.259856	0.920363
17	35	2V7O:3HNG	-191.481	42.6283	0.148997	0.98074
17	36	2V7O:3MPM	-261.688	40.8491	0.213042	0.979837
17	37	2V7O:3NR9	-386.247	62.1028	0.456247	0.965308
17	38	2V7O:3OY1	-291.695	64.2073	0.224777	0.960912
17	39	2V7O:3PLS	-314.254	44.0586	0.289316	0.979957
17	40	2V7O:3POZ	-336.26	38.4734	0.245847	0.984353
17	41	2V7O:3PP0	-315.589	34.6509	0.216577	0.987062
17	42	2V7O:3Q4U	-285.276	44.0494	0.278375	0.979787
17	43	2V7O:3R04	-328.28	59.3968	0.350326	0.961503
17	44	2V7O:3RGF	-287.262	56.5229	0.186483	0.969899
17	45	2V7O:3SXS	-311.673	49.5504	0.273356	0.972005
17	46	2V7O:3V8S	-295.523	82.2962	0.313035	0.947288
17	47	2V7O:3VO3	-320.447	42.9122	0.264104	0.981822
17	48	2V7O:3VVH	-331.924	55.0133	0.177188	0.966874
17	49	2V7O:3WF7	-285.556	81.1513	0.210816	0.929459
17	50	2V7O:3ZBF	-308.586	47.1758	0.342208	0.976025
17	51	2V7O:4AT5	-280.334	45.8042	0.211411	0.978152
17	52	2V7O:4AU8	-274.122	61.916	0.250264	0.957074
17	53	2V7O:4B6L	-300.557	82.6253	0.251141	0.925499
17	54	2V7O:4BKY	-371.289	95.7271	0.362238	0.908696
17	55	2V7O:4CLJ	-335.781	45.4982	0.371485	0.979426
17	56	2V7O:4CRS	-352.292	80.0501	0.328079	0.941826
17	57	2V7O:4E93	-347.483	49.4203	0.345486	0.979201
17	58	2V7O:4EYJ	-268.17	60.3946	0.20359	0.96543
17	59	2V7O:4F9C	-289.513	65.8008	0.301967	0.954044
17	60	2V7O:4FYO	-288.11	43.9493	0.275483	0.977948
17	61	2V7O:4GCJ	-353.666	69.4452	0.330916	0.950395
17	62	2V7O:4GIH	-283.667	46.5725	0.280748	0.977537
17	63	2V7O:4GV1	-360.96	86.741	0.352777	0.928915
17	64	2V7O:4HCU	-326.372	45.9842	0.252242	0.975464
17	65	2V7O:4HGS	-328.18	30.3438	0.285937	0.990867
17	66	2V7O:4HVD	-292.819	48.5991	0.29404	0.974109
17	67	2V7O:4I4E	-266.72	51.8181	0.223366	0.967783
17	68	2V7O:4IM0	-315.881	45.3848	0.311929	0.989284
17	69	2V7O:4IVA	-303.303	51.1904	0.329982	0.971853
17	70	2V7O:4K33	-335.632	46.3698	0.309468	0.97709
17	71	2V7O:4KIK	-368.126	59.2146	0.406306	0.981647
17	72	2V7O:4KWP	-285.813	61.2808	0.283108	0.965203
17	73	2V7O:4L7F	-280.476	58.2379	0.201595	0.970171
17	74	2V7O:4NW6	-310.069	89.0063	0.306839	0.916722
17	75	2V7O:4OBO	-304.601	54.0282	0.354795	0.967381
17	76	2V7O:4PMM	-315.045	46.5437	0.242729	0.977322
17	77	2V7O:4QTE	-334.82	69.0294	0.26684	0.957893
17	78	2V7O:4RFZ	-247.053	45.5281	0.154141	0.975507
17	79	2V7O:4RT7	-326.015	46.4503	0.254416	0.976303
17	80	2V7O:4TND	-275.344	71.8789	0.245806	0.970429
17	81	2V7O:4TWC	-304.212	39.8136	0.248842	0.983552
17	82	2V7O:4U8Z	-402.687	69.7897	0.536411	0.945577
17	83	2V7O:4USF	-216.607	62.0539	0.142968	0.955852
17	84	2V7O:4WOT	-324.641	79.7446	0.23387	0.949963
17	85	2V7O:4X7Q	-369.335	65.9264	0.368944	0.94902
17	86	2V7O:4XV2	-276.913	42.7018	0.183624	0.976709
17	87	2V7O:4YLK	-299.731	51.0373	0.321125	0.97661
17	88	2V7O:4YMJ	-353.569	47.2324	0.419223	0.975037
17	89	2V7O:5EAK	-351.362	101.791	0.370879	0.891769
17	90	2V7O:5EBZ	-247.199	60.7757	0.203819	0.982241
17	91	2V7O:5EZV	-362.611	96.1543	0.386831	0.934913
17	92	2V7O:5GRN	-278.544	47.5919	0.163195	0.975624
17	93	2V7O:5H2U	-274.	54.45	0.221085	0.966046
17	94	2V7O:5JIX	-183.179	15.8255	0.0880275	0.994344
17	95	2V7O:5JZN	-349.351	133.405	0.336319	0.789498
17	96	2V7O:5L0N	-165.535	10.8885	0.0972721	0.996963
17	97	2V7O:5LI9	-326.684	74.6501	0.307525	0.948123
17	98	2V7O:5MY8	-360.094	45.4176	0.328953	0.98223
17	99	2V7O:5NKF	-290.677	54.8287	0.252475	0.967518
17	100	2V7O:5U6B	-316.275	36.8121	0.31181	0.984365
17	101	2V7O:5UYJ	-414.738	93.9594	0.499423	0.901238
17	102	2V7O:5BX6	-271.455	97.9718	0.361781	0.912402
17	103	2V7O:4MXO	-330.45	42.2579	0.327339	0.97972
17	104	2V7O:5G1X	-328.758	91.5625	0.352701	0.899887
17	105	2V7O:5HU9	-285.442	50.1505	0.158744	0.971533
17	106	2V7O:3KN5	-313.667	100.924	0.328979	0.884805
17	107	2V7O:3BBT	-264.776	35.6648	0.182274	0.985922
17	108	2V7O:3S95	-374.214	45.2732	0.449409	0.979207
17	109	2V7O:5HES	-303.802	52.5695	0.175295	0.970018
18	1	2VZ6:1CM8	-300.154	59.6569	0.255855	0.963388
18	2	2VZ6:1Q41	-297.904	56.1496	0.316544	0.969662
18	3	2VZ6:1S9I	-313.405	49.4219	0.157146	0.973436
18	4	2VZ6:1T46	-254.452	40.9714	0.141022	0.981849
18	5	2VZ6:1UA2	-285.182	58.6866	0.200201	0.961168
18	6	2VZ6:1X8B	-304.642	52.976	0.321593	0.963492
18	7	2VZ6:1XJD	-379.843	74.5537	0.414513	0.937728
18	8	2VZ6:2C47	-272.466	31.491	0.33059	0.988962
18	9	2VZ6:2CMW	-248.498	28.9624	0.21212	0.990942
18	10	2VZ6:2DQ7	-353.758	43.6662	0.424994	0.976566
18	11	2VZ6:2HW7	-364.804	105.541	0.429593	0.868474
18	12	2VZ6:2I1M	-297.028	44.061	0.281792	0.97954
18	13	2VZ6:2JDO	-286.488	86.0394	0.240827	0.923563
18	14	2VZ6:2NRU	-302.094	42.0459	0.259376	0.979042
18	15	2VZ6:2QD9	-241.498	56.0783	0.154358	0.968227
18	16	2VZ6:2RKU	-286.523	81.8279	0.224676	0.925932
18	17	2VZ6:2V7O	-362.354	269.668	0.433391	0.227169
18	18	2VZ6:2VZ6	-547.807	299.526	1.	0.
18	19	2VZ6:2WEL	-292.442	270.068	0.310654	0.216292
18	20	2VZ6:2X2M	-267.085	50.6282	0.311046	0.970669
18	21	2VZ6:2X4Z	-267.281	84.1643	0.214622	0.918075
18	22	2VZ6:2XNM	-228.944	69.5264	0.163853	0.938785
18	23	2VZ6:2Y7J	-327.288	122.404	0.349282	0.825956
18	24	2VZ6:2YCF	-210.27	103.741	0.136313	0.87397
18	25	2VZ6:2YEX	-293.692	89.3063	0.366856	0.906384
18	26	2VZ6:3BHY	-346.977	115.151	0.380025	0.828858
18	27	2VZ6:3BLR	-375.336	58.3874	0.403586	0.963026
18	28	2VZ6:3E7O	-289.493	61.9391	0.324822	0.962805
18	29	2VZ6:3EQR	-323.378	45.6368	0.286519	0.975523
18	30	2VZ6:3F66	-287.813	40.4824	0.303452	0.981702
18	31	2VZ6:3FHR	-327.48	79.9313	0.34651	0.923879
18	32	2VZ6:3FXZ	-278.479	75.9205	0.250251	0.931861
18	33	2VZ6:3FZT	-202.569	43.6048	0.0976657	0.977145
18	34	2VZ6:3HDM	-287.453	79.4799	0.304744	0.928453
18	35	2VZ6:3HNG	-252.67	38.1238	0.167975	0.983843
18	36	2VZ6:3MPM	-249.008	38.3404	0.194736	0.981371
18	37	2VZ6:3NR9	-338.849	62.0033	0.35447	0.96373
18	38	2VZ6:3OY1	-287.272	58.0161	0.220089	0.966528
18	39	2VZ6:3PLS	-317.856	39.7194	0.29878	0.982915
18	40	2VZ6:3POZ	-325.512	35.3625	0.232583	0.986135
18	41	2VZ6:3PP0	-309.344	35.9412	0.210092	0.985401
18	42	2VZ6:3Q4U	-274.595	42.7506	0.260387	0.980031
18	43	2VZ6:3R04	-279.392	64.2626	0.256174	0.952736
18	44	2VZ6:3RGF	-254.238	52.4056	0.147494	0.972861
18	45	2VZ6:3SXS	-307.026	45.2211	0.267753	0.975545
18	46	2VZ6:3V8S	-258.938	73.0506	0.242633	0.956438
18	47	2VZ6:3VO3	-304.51	37.6913	0.24076	0.985291
18	48	2VZ6:3VVH	-320.965	46.0653	0.167235	0.97564
18	49	2VZ6:3WF7	-251.674	82.9796	0.165343	0.922643
18	50	2VZ6:3ZBF	-275.025	49.1142	0.27443	0.972745
18	51	2VZ6:4AT5	-280.174	44.6097	0.213213	0.978265
18	52	2VZ6:4AU8	-292.545	60.4834	0.287742	0.957037
18	53	2VZ6:4B6L	-285.131	85.3697	0.228156	0.916584
18	54	2VZ6:4BKY	-373.288	97.547	0.369637	0.900562
18	55	2VZ6:4CLJ	-301.983	43.5237	0.30332	0.980253
18	56	2VZ6:4CRS	-334.321	75.2095	0.298264	0.946142
18	57	2VZ6:4E93	-337.963	46.4189	0.329926	0.980754
18	58	2VZ6:4EYJ	-210.656	55.4049	0.126865	0.969485
18	59	2VZ6:4F9C	-292.92	68.5812	0.312047	0.947641
18	60	2VZ6:4FYO	-307.312	39.7762	0.316415	0.981055
18	61	2VZ6:4GCJ	-357.726	68.7404	0.341777	0.949023
18	62	2VZ6:4GIH	-326.74	41.2904	0.37597	0.981481
18	63	2VZ6:4GV1	-313.919	81.9335	0.269368	0.933479
18	64	2VZ6:4HCU	-289.786	44.6809	0.200754	0.975704
18	65	2VZ6:4HGS	-281.818	30.7432	0.212867	0.990167
18	66	2VZ6:4HVD	-317.354	43.9691	0.348636	0.977772
18	67	2VZ6:4I4E	-274.94	45.2679	0.239618	0.974213
18	68	2VZ6:4IM0	-356.975	43.0041	0.402059	0.989909
18	69	2VZ6:4IVA	-324.133	42.365	0.380494	0.97978
18	70	2VZ6:4K33	-311.826	43.1188	0.269694	0.979222
18	71	2VZ6:4KIK	-361.935	53.3991	0.396584	0.984346
18	72	2VZ6:4KWP	-291.95	60.7735	0.298299	0.964106
18	73	2VZ6:4L7F	-298.237	53.4335	0.230147	0.973663
18	74	2VZ6:4NW6	-359.43	89.2727	0.416206	0.912132
18	75	2VZ6:4OBO	-268.565	53.8193	0.278467	0.966052
18	76	2VZ6:4PMM	-298.586	46.1541	0.220129	0.976611
18	77	2VZ6:4QTE	-325.067	64.1347	0.253986	0.961878
18	78	2VZ6:4RFZ	-281.794	41.7498	0.20245	0.978398
18	79	2VZ6:4RT7	-328.858	44.8462	0.261357	0.976833
18	80	2VZ6:4TND	-245.053	67.2205	0.196526	0.972875
18	81	2VZ6:4TWC	-200.313	36.157	0.155857	0.985772
18	82	2VZ6:4U8Z	-298.157	66.3198	0.296853	0.948454
18	83	2VZ6:4USF	-229.002	58.7869	0.16133	0.958443
18	84	2VZ6:4WOT	-318.401	72.9763	0.227098	0.95605
18	85	2VZ6:4X7Q	-339.081	66.4644	0.313924	0.945655
18	86	2VZ6:4XV2	-248.03	39.0751	0.148706	0.979545
18	87	2VZ6:4YLK	-264.195	47.334	0.251916	0.978899
18	88	2VZ6:4YMJ	-307.684	44.2501	0.320492	0.97702
18	89	2VZ6:5EAK	-333.706	104.762	0.337739	0.879763
18	90	2VZ6:5EBZ	-238.102	55.7387	0.190893	0.984333
18	91	2VZ6:5EZV	-366.584	99.4642	0.399121	0.926954
18	92	2VZ6:5GRN	-255.033	45.4721	0.138132	0.97666
18	93	2VZ6:5H2U	-292.268	48.0567	0.253943	0.97226
18	94	2VZ6:5JIX	-195.267	14.9469	0.100987	0.994708
18	95	2VZ6:5JZN	-357.297	129.304	0.355116	0.792583
18	96	2VZ6:5L0N	-163.594	8.7854	0.0959021	0.997927
18	97	2VZ6:5LI9	-271.369	69.5631	0.214208	0.952753
18	98	2VZ6:5MY8	-293.377	47.813	0.220436	0.979344
18	99	2VZ6:5NKF	-261.914	54.5609	0.206947	0.966264
18	100	2VZ6:5U6B	-285.365	37.5069	0.256241	0.982976
18	101	2VZ6:5UYJ	-374.046	90.0495	0.410115	0.904857
18	102	2VZ6:5BX6	-278.188	92.9591	0.383549	0.917286
18	103	2VZ6:4MXO	-268.972	41.6756	0.218956	0.979311
18	104	2VZ6:5G1X	-311.339	92.249	0.319324	0.893419
18	105	2VZ6:5HU9	-257.414	46.8536	0.130377	0.97394
18	106	2VZ6:3KN5	-295.259	102.023	0.294322	0.876534
18	107	2VZ6:3BBT	-252.619	35.2539	0.167464	0.985573
18	108	2VZ6:3S95	-345.553	45.3391	0.386891	0.978128
18	109	2VZ6:5HES	-254.806	50.4481	0.124489	0.97104
19	1	2WEL:1CM8	-277.632	58.5082	0.238629	0.966052
19	2	2WEL:1Q41	-272.93	60.3327	0.289635	0.966234
19	3	2WEL:1S9I	-282.986	60.8394	0.139703	0.961194
19	4	2WEL:1T46	-263.562	44.1926	0.164893	0.979643
19	5	2WEL:1UA2	-276.095	61.3659	0.204538	0.95907
19	6	2WEL:1X8B	-280.002	52.8849	0.296078	0.964927
19	7	2WEL:1XJD	-294.248	80.8528	0.271168	0.929397
19	8	2WEL:2C47	-248.671	30.8388	0.300145	0.989795
19	9	2WEL:2CMW	-267.513	33.7807	0.267964	0.988121
19	10	2WEL:2DQ7	-291.163	45.7034	0.31384	0.975253
19	11	2WEL:2HW7	-354.994	108.727	0.443431	0.865438
19	12	2WEL:2I1M	-229.306	50.028	0.183041	0.974573
19	13	2WEL:2JDO	-265.261	94.4645	0.225069	0.911178
19	14	2WEL:2NRU	-328.418	44.185	0.334173	0.977688
